"Csb&T Bancorp, Inc.","csb&t bancorp"
"Spector Holdings Limited Partnership","spector holdings limited partnership"
"Palmer Bancshares, Inc.","palmer bancshares"
"Schertz Bancshares Corporation","schertz bancshares corporation"
"Amtex Bancshares, Inc.","amtex bancshares"
"Crowell Bancshares, Inc.","crowell bancshares"
"Happy Bancshares, Inc.","happy bancshares"
"C&F Financial Corporation","c&f financial corporation"
"Banner Bancorp, Ltd.","banner bancorp"
"Advantage Community Bancshares, Inc.","advantage community bancshares"
"Bancorp Of New Glarus, Inc.","bancorp of new glarus"
"Oostburg Bancorp, Inc.","oostburg bancorp"
"F & M Bankshares, Inc.","f & m bankshares"
"First Bancorporation, Inc.","first"
"Waumandee Bancshares, Ltd.","waumandee bancshares"
"Graymont Bancorp, Inc.","graymont bancorp"
"Fsbo Holdings Inc","fsbo holdings"
"Raritan State Bancorp, Inc.","raritan state bancorp"
"Village Bancshares, Inc","village bancshares"
"Mount Sterling Bancorp, Inc","mount sterling bancorp"
"T & C Bancorp, Inc.","t & c bancorp"
"Barker Brothers, Inc.","barker brothers"
"Admiral Family Banks, Inc.","admiral family banks"
"Gifford Bancorp, Inc. Employee Stock Ownership Plan","gifford bancorp employee stock ownership plan"
"Hutsonville Banc Corp.","hutsonville banc corporation"
"Camp Grove Bancorp, Inc.","camp grove bancorp"
"Isb Bancshares, Inc.","isb bancshares"
"First Lena Corporation","first lena corporation"
"Kellonto Bankshares Corp.","kellonto bankshares corporation"
"Mount Vernon Bancorp.","mount vernon bancorp"
"Sac City Limited","sac city limited"
"Fsb Bancorp","fsb bancorp"
"G. S. Bancshares, Inc.","g s bancshares"
"Beutler, Inc.","beutler"
"Fredonia State Bankshares, Inc.","fredonia state bankshares"
"John R Turner Holding Company","john r turner holding company"
"Citizens Bancorp Of Morehead Incorporated, The","citizens bancorp of morehead incorporated the"
"Exchange Bancshares, Inc.","exchange bancshares"
"Caldwell Holding Company","caldwell holding company"
"Catahoula Holding Company","catahoula holding company"
"Winnsboro Bancshares, Inc.","winnsboro bancshares"
"Minnesota Community Bancshares, Inc.","minnesota community bancshares"
"Carlson Bankshares, Inc.","carlson bankshares"
"First Southeastern Banc Group, Inc.","first southeastern banc group"
"Excelsior Financial Services, Inc.","excelsior financial services"
"Citizens State Agency Of Tyler, Inc.","citizens state agency of tyler"
"First State Capital Corporation","first state capital corporation"
"Franklin Bancshares, Inc.","franklin bancshares"
"Bancshares Of Urbana, Inc.","bancshares of urbana"
"Washco Bancshares, Inc.","washco bancshares"
"Osborn Bancshares, Inc.","osborn bancshares"
"Bethany Bankshares, Inc.","bethany bankshares"
"Hawthorn Bancshares, Inc","hawthorn bancshares"
"Gideon Bancshares Company","gideon bancshares company"
"C.S. Bancshares, Inc.","cs bancshares"
"Bor Bancorp","bor bancorp"
"Bancstar, Inc.","bancstar"
"Steinauer Bancorp","steinauer bancorp"
"Williams Financial Corp.","williams financial corporation"
"Tri Valley Bancshares, Inc.","tri valley bancshares"
"Mackey Banco, Inc.","mackey banco"
"S. & S. Investment Company","s & s investment company"
"American Exchange Company","american exchange company"
"Chambanco, Inc.","chambanco"
"Swedlund Management Company","swedlund management company"
"Andover Bancorp, Inc.","andover bancorp"
"Skiatook Bancshares, Inc.","skiatook bancshares"
"Hydro Bancshares, Inc.","hydro bancshares"
"Muncy Bank Financial, Inc.","muncy bank financial"
"Mifflinburg Bancorp, Inc.","mifflinburg bancorp"
"Lawrence Keister & Co","lawrence keister & co"
"Bsa Bankshares, Inc.","bsa bankshares"
"First State Bancshares Of Yoakum, Inc.","first state bancshares of yoakum"
"Entex Bancshares, Inc.","entex bancshares"
"Bozka Investments, Ltd.","bozka investments"
"Pb Holdings Of Marshfield, Llc","pb holdings of marshfield llc"
"Northern Financial Corporation","northern financial corporation"
"Learner Financial Corporation","learner financial corporation"
"Isb Bancorp, Inc.","isb bancorp"
"Stateline Community Bancshares, Inc.","stateline community bancshares"
"Campbell Hill Bancshares, Inc.","campbell hill bancshares"
"Prairie State Bancorp, Inc.","prairie state bancorp"
"Perry County Bancorp Inc.","perry county bancorp"
"Van Orin Bancorp, Inc.","van orin bancorp"
"Main Street Bancshares, Incorporated","main street bancshares incorporated"
"Clay County State Bancshares, Inc.","clay county state bancshares"
"Speer Bancshares, Inc.","speer bancshares"
"Carbondale Investment Corporation, The","carbondale investment corporation the"
"Petefish, Skiles Bancshares, Inc.","petefish skiles bancshares"
"First Trust Holdings, Inc., The","first trust holdings the"
"Buena Vista Bancorp, Inc.","buena vista bancorp"
"Clay City Bank Shares, Inc","clay city bank shares"
"Tompkins Bancorp, Inc.","tompkins bancorp"
"West Central Bancshares, Inc.","west central bancshares"
"Bement Bancshares, Inc.","bement bancshares"
"Anderson Bancorp, Inc.","anderson bancorp"
"Murphy-Wall Bancorp, Inc.","murphy-wall bancorp"
"West Plains Investors, Inc.","west plains investors"
"Tri-County Bancshares, Inc","tri-county bancshares"
"Waterman Bancshares, Inc.","waterman bancshares"
"Minier Financial, Inc. Employee Stock Ownership Plan W/401(K) Provisions","minier financial employee stock ownership plan w401k provisions"
"Scott Morgan Bancorp, Inc.","scott morgan bancorp"
"First Co Bancorp, Inc.","first co bancorp"
"Farmers And Traders Bancorporation, Inc.","farmers and traders"
"Garnavillo Bank Corporation","garnavillo bank corporation"
"State Center Financial, Inc.","state center financial"
"Guaranty, Inc.","guaranty"
"Columbus Corp.","columbus corporation"
"Grant County Bank Employee Stock Ownership Plan","grant county bank employee stock ownership plan"
"Bern Bancshares, Inc.","bern bancshares"
"Fidelity Banc Corporation, Dodge City, Kansas","fidelity banc corporation dodge city kansas"
"Palco Bankshares, Inc.","palco bankshares"
"Msb Bankshares, Inc.","msb bankshares"
"Farmers State Corporation","farmers state corporation"
"Janesville Holding Company","janesville holding company"
"Wilcox Bancshares, Inc.","wilcox bancshares"
"Kandi Bancshares, Inc.","kandi bancshares"
"F & M Financial Services, Inc.","f & m financial services"
"Randall Bancorp, Inc.","randall bancorp"
"North State Bancshares, Inc.","north state bancshares"
"Alliance Financial Services, Inc.","alliance financial services"
"Eitzen Independents, Inc.","eitzen independents"
"Lake Bank Shares, Inc. Employee Stock Ownership Plan","lake bank shares employee stock ownership plan"
"Lake Central Financial, Inc.","lake central financial"
"Bigfork Bancshares, Inc.","bigfork bancshares"
"Scc Bancshares, Inc.","scc bancshares"
"Farmers Financial Corporation","farmers financial corporation"
"Prairie Bancshares Corporation","prairie bancshares corporation"
"Franklin State Bancshares, Inc.","franklin state bancshares"
"Peapack-Gladstone Financial Corporation","peapack-gladstone financial corporation"
"Milton Bancorp, Inc.","milton bancorp"
"Somerset Trust Holding Company","somerset trust holding company"
"Cbt Financial Corp.","cbt financial corporation"
"S & T Bancorp, Inc.","s & t bancorp"
"Central Community Corporation","central community corporation"
"Mesquite Financial Services, Inc.","mesquite financial services"
"Turner Bancshares, Inc.","turner bancshares"
"Transpecos Financial Corp.","transpecos financial corporation"
"Brownsboro Bancshares, Inc.","brownsboro bancshares"
"Bay Banks Of Virginia, Inc.","bay banks of virginia"
"Fairfield Financial Holdings Corp.","fairfield financial holdings corporation"
"Whitewater Bancorp, Inc.","whitewater bancorp"
"Milton Bancshares, Inc.","milton bancshares"
"Bonduel Bancorp, Inc.","bonduel bancorp"
"Sword Financial Corporation","sword financial corporation"
"Mcgehee Bank Employee Stock Ownership Plan The","mcgehee bank employee stock ownership plan the"
"Smith Associated Banking Corporation","smith associated banking corporation"
"Wyatt Bancshares, Inc.","wyatt bancshares"
"Pinnacle Bancshares, Inc.","pinnacle bancshares"
"Lindoe, Inc.","lindoe"
"Fmb Banking Corporation","fmb banking corporation"
"Swainsboro Bankshares, Inc.","swainsboro bankshares"
"Woodbury Bancshares, Inc.","woodbury bancshares"
"Farmers State Holding Corp.","farmers state holding corporation"
"United Community Bancorp, Inc.","united community bancorp"
"St. Peter Bancshares, Inc.","st peter bancshares"
"F.N.b.c. Of La Grange, Inc.","fnbc of la grange"
"Pike Bancorp, Inc.","pike bancorp"
"Fgh Bancorp, Inc.","fgh bancorp"
"Iuka Bancshares Inc","iuka bancshares"
"Prairieland Bancorp Employee Stock Ownership Plan And Trust","prairieland bancorp employee stock ownership plan and trust"
"Bluestem Development Corporation","bluestem development corporation"
"Ashton Bancshares, Inc.","ashton bancshares"
"Grinnell Bancshares, Inc.","grinnell bancshares"
"Van Buren Bancorporation Employee Stock Ownership Plan","van buren employee stock ownership plan"
"Duclarkee, Inc.","duclarkee"
"San Bancorp.","san bancorp"
"Bedford Loan And Deposit Bancorp, Inc.","bedford loan and deposit bancorp"
"First Commerce Bancorp, Inc.","first commerce bancorp"
"Fentura Financial, Inc.","fentura financial"
"Hcb Financial Corp.","hcb financial corporation"
"State Bank Of Hawley Employee Stock Ownership Plan & Trust","state bank of hawley employee stock ownership plan & trust"
"Rushford State Bancorp, Inc.","rushford state bancorp"
"Welcome Bancshares, Inc.","welcome bancshares"
"Tate Financial Corporation","tate financial corporation"
"Yazoo Capital Corporation","yazoo capital corporation"
"Marshall Financial Corporation","marshall financial corporation"
"Southeast Arkansas Bank Corporation","southeast arkansas bank corporation"
"M & F Bancorp, Inc.","m & f bancorp"
"Bancorp Of Lucedale, Inc.","bancorp of lucedale"
"Lawson Financial Corporation","lawson financial corporation"
"Friendship Bancshares, Inc.","friendship bancshares"
"Bancshares Of Glasgow, Inc.","bancshares of glasgow"
"Banc 60, Inc.","banc 60"
"Thayer Agency, Inc.","thayer agency"
"C.S.b. Co.","csb co"
"Wallco, Inc.","wallco"
"Cbc, Inc.","cbc"
"Raton Capital Corporation","raton capital corporation"
"Glenville Bank Holding Company, Inc.","glenville bank holding company"
"Four Oaks Fincorp, Inc.","four oaks fincorp"
"Fidelity Bancshares (N.C.), Inc.","fidelity bancshares nc"
"Oliver Bancorporation, Inc.","oliver"
"Chickasaw Banc Holding Company","chickasaw banc holding company"
"Kremlin Bancshares, Inc.","kremlin bancshares"
"Ssb Bancshares, Inc.","ssb bancshares"
"Murphy-Payne Investments, Ltd.","murphy-payne investments"
"Carlile Bancshares, Inc.","carlile bancshares"
"Alliance Bancshares, Inc.","alliance bancshares"
"Bank Of Southside Virginia Corporation, The","bank of southside virginia corporation the"
"Eastern Virginia Bankshares, Inc.","eastern virginia bankshares"
"Boscobel Bancorp, Inc.","boscobel bancorp"
"Northern Wisconsin Bank Holding Company, Inc.","northern wisconsin bank holding company"
"Calumet Bancshares, Inc.","calumet bancshares"
"Independent Bancorp., Limited","independent bancorp limited"
"Greenwoods Financial Group, Inc.","greenwoods financial group"
"Drummond Bancshares, Inc.","drummond bancshares"
"Psb Corporation","psb corporation"
"D.L. Evans Bancorp","dl evans bancorp"
"Piper Bankshares, Inc.","piper bankshares"
"Forrest Bancshares, Inc.","forrest bancshares"
"Central Banc, Inc.","central banc"
"Wb Bancorp, Inc.","wb bancorp"
"Alpha Banco, Inc.","alpha banco"
"Abc Employee Stock Ownership Plan","abc employee stock ownership plan"
"Asb Management Corp","asb management corporation"
"Cherry Bancorporation, Inc.","cherry"
"Greater Chicago Financial Corp.","greater chicago financial corporation"
"Goodfield Financial Corporation","goodfield financial corporation"
"Shelby County Bancorp, Inc.","shelby county bancorp"
"Illinois Holding Co.","illinois holding co"
"Teutopolis Holding Company","teutopolis holding company"
"Bancorp Of Rantoul, Inc.","bancorp of rantoul"
"Fbl Bancshares, Inc.","fbl bancshares"
"Nbe Bancshares, Inc","nbe bancshares"
"Cib Marine Bancshares, Inc.","cib marine bancshares"
"Farmington Bancorp, Inc.","farmington bancorp"
"Hometown Financial Group, Inc.","hometown financial group"
"Orion Bancorporation, Inc.","orion"
"High Point Financial Services, Inc.","high point financial services"
"S & H Holdings, Inc.","s & h holdings"
"Farmers Holding Company","farmers holding company"
"Kampsville Bancshares Inc","kampsville bancshares"
"C.S.b. Holding Corporation","csb holding corporation"
"Fayette Bancorporation","fayette"
"Visionbankshares, Inc.","visionbankshares"
"Cypress Corporation","cypress corporation"
"Leroy C. Darby, Inc. Esop","leroy c darby esop"
"Central Financial Corporation","central financial corporation"
"Csb Bancshares, Inc. Amended Esop","csb bancshares amended esop"
"Sunset Bancorp, Inc.","sunset bancorp"
"Franklin Bancorp, Inc.","franklin bancorp"
"United Community Financial Corporation","united community financial corporation"
"Huron Community Financial Services, Inc.","huron community financial services"
"Bancorpsouth, Inc.","bancorpsouth"
"Centon Bancorp, Inc.","centon bancorp"
"Antler Land Company","antler land company"
"Msb Financial, Inc.","msb financial"
"Killbuck Bancshares, Inc.","killbuck bancshares"
"Beaver Bancorp, Inc.","beaver bancorp"
"Bryn Mawr Bank Corporation","bryn mawr bank corporation"
"Fidelity D&D Bancorp, Inc.","fidelity d&d bancorp"
"Union State Bancshares, Inc.","union state bancshares"
"Donley County Bancshares, Inc.","donley county bancshares"
"Central Texas Bankshare Holdings, Inc.","central texas bankshare holdings"
"Southwestern Bancorp, Inc.","southwestern bancorp"
"Citizens State Financial Corporation","citizens state financial corporation"
"First Live Oak Bancshares, Inc.","first live oak bancshares"
"Bosque Bancshares, Inc.","bosque bancshares"
"High Plains Bancshares, Inc.","high plains bancshares"
"Poca Valley Bankshares, Inc., The","poca valley bankshares the"
"Bar Harbor Bankshares","bar harbor bankshares"
"Provident Financial Services, Inc.","provident financial services"
"Rsi Bancorp, Mhc","rsi bancorp mhc"
"New York Private Bank & Trust Corporation","new york private bank & trust corporation"
"Meriwether Bank Shares, Inc.","meriwether bank shares"
"Ccb Bancshares, Inc.","ccb bancshares"
"Mid Illinois Bancorp, Inc.","mid illinois bancorp"
"Spring Valley Bancorp, Inc.","spring valley bancorp"
